iid_pid,iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,age,field_cd,race,imprace,imprelig,zipcode,income,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,nb,duo,culture,indoors,sport,social
4053.0,274,2.0,1.0,4.0,2.0,11.0,21.0,6.0,6.0,21.0,21.0,272,0.0,0.6000000238418579,0.0,25.0,2.0,25.0,20.0,25.0,25.0,5.0,0.0,0.0,4.0,6.0,7.0,8.0,9.0,8.0,24.0,3.0,3.0,3.0,3.0,63009.0,80608.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,6.0,0.0,30.0,10.0,20.0,20.0,10.0,10.0,1,274_272,6.75,7.833333333333333,3.5,6.25
4052.0,274,2.0,1.0,4.0,2.0,11.0,21.0,16.0,16.0,10.0,20.0,271,0.0,0.28999999165534973,0.0,23.0,2.0,10.0,15.0,40.0,15.0,10.0,10.0,0.0,5.0,4.0,4.0,5.0,5.0,6.0,24.0,3.0,3.0,3.0,3.0,63009.0,80608.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,6.0,0.0,30.0,10.0,20.0,20.0,10.0,10.0,1,274_271,6.75,7.833333333333333,3.5,6.25
4051.0,274,2.0,1.0,4.0,2.0,11.0,21.0,2.0,2.0,17.0,19.0,270,0.0,0.12999999523162842,0.0,23.0,4.0,16.0,16.0,19.0,17.0,14.0,18.0,0.0,4.0,5.0,5.0,5.0,5.0,4.0,24.0,3.0,3.0,3.0,3.0,63009.0,80608.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,6.0,0.0,30.0,10.0,20.0,20.0,10.0,10.0,1,274_270,6.75,7.833333333333333,3.5,6.25
4050.0,274,2.0,1.0,4.0,2.0,11.0,21.0,20.0,20.0,14.0,18.0,269,1.0,0.5299999713897705,0.0,24.0,2.0,20.0,10.0,30.0,15.0,15.0,10.0,1.0,8.0,8.0,7.0,7.0,6.0,7.0,24.0,3.0,3.0,3.0,3.0,63009.0,80608.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,6.0,0.0,30.0,10.0,20.0,20.0,10.0,10.0,1,274_269,6.75,7.833333333333333,3.5,6.25
4049.0,274,2.0,1.0,4.0,2.0,11.0,21.0,9.0,9.0,3.0,17.0,268,1.0,-0.2199999988079071,1.0,24.0,3.0,30.0,20.0,20.0,10.0,15.0,5.0,1.0,8.0,7.0,7.0,8.0,8.0,8.0,24.0,3.0,3.0,3.0,3.0,63009.0,80608.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,6.0,0.0,30.0,10.0,20.0,20.0,10.0,10.0,1,274_268,6.75,7.833333333333333,3.5,6.25
4048.0,274,2.0,1.0,4.0,2.0,11.0,21.0,21.0,21.0,15.0,16.0,267,0.0,0.10000000149011612,0.0,26.0,4.0,20.0,30.0,10.0,15.0,10.0,15.0,0.0,4.0,6.0,5.0,5.0,5.0,4.0,24.0,3.0,3.0,3.0,3.0,63009.0,80608.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,6.0,0.0,30.0,10.0,20.0,20.0,10.0,10.0,1,274_267,6.75,7.833333333333333,3.5,6.25
4047.0,274,2.0,1.0,4.0,2.0,11.0,21.0,10.0,10.0,4.0,15.0,266,0.0,0.029999999329447746,0.0,28.0,2.0,25.0,20.0,20.0,25.0,0.0,10.0,0.0,4.0,4.0,6.0,4.0,4.0,1.0,24.0,3.0,3.0,3.0,3.0,63009.0,80608.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,6.0,0.0,30.0,10.0,20.0,20.0,10.0,10.0,1,274_266,6.75,7.833333333333333,3.5,6.25
4046.0,274,2.0,1.0,4.0,2.0,11.0,21.0,19.0,19.0,13.0,14.0,265,0.0,0.5199999809265137,0.0,32.0,2.0,15.0,5.0,45.0,10.0,15.0,10.0,0.0,5.0,6.0,6.0,4.0,4.0,3.0,24.0,3.0,3.0,3.0,3.0,63009.0,80608.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,6.0,0.0,30.0,10.0,20.0,20.0,10.0,10.0,1,274_265,6.75,7.833333333333333,3.5,6.25
4045.0,274,2.0,1.0,4.0,2.0,11.0,21.0,15.0,15.0,9.0,13.0,264,1.0,0.14000000059604645,0.0,26.0,2.0,15.0,15.0,25.0,20.0,5.0,20.0,1.0,6.0,8.0,8.0,8.0,7.0,6.0,24.0,3.0,3.0,3.0,3.0,63009.0,80608.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,6.0,0.0,30.0,10.0,20.0,20.0,10.0,10.0,1,274_264,6.75,7.833333333333333,3.5,6.25
4044.0,274,2.0,1.0,4.0,2.0,11.0,21.0,14.0,14.0,8.0,12.0,263,1.0,0.7200000286102295,0.0,26.0,1.0,20.0,20.0,20.0,10.0,20.0,10.0,1.0,8.0,9.0,8.0,7.0,8.0,5.0,24.0,3.0,3.0,3.0,3.0,63009.0,80608.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,6.0,0.0,30.0,10.0,20.0,20.0,10.0,10.0,1,274_263,6.75,7.833333333333333,3.5,6.25
4043.0,274,2.0,1.0,4.0,2.0,11.0,21.0,17.0,17.0,11.0,11.0,262,0.0,0.09000000357627869,0.0,29.0,2.0,10.0,40.0,20.0,20.0,0.0,10.0,0.0,7.0,7.0,8.0,7.0,8.0,4.0,24.0,3.0,3.0,3.0,3.0,63009.0,80608.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,6.0,0.0,30.0,10.0,20.0,20.0,10.0,10.0,1,274_262,6.75,7.833333333333333,3.5,6.25
4042.0,274,2.0,1.0,4.0,2.0,11.0,21.0,3.0,3.0,18.0,10.0,261,0.0,0.38999998569488525,0.0,26.0,4.0,15.0,20.0,20.0,20.0,15.0,10.0,0.0,5.0,6.0,7.0,6.0,6.0,6.0,24.0,3.0,3.0,3.0,3.0,63009.0,80608.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,6.0,0.0,30.0,10.0,20.0,20.0,10.0,10.0,1,274_261,6.75,7.833333333333333,3.5,6.25
4041.0,274,2.0,1.0,4.0,2.0,11.0,21.0,8.0,8.0,2.0,9.0,260,0.0,0.5199999809265137,0.0,27.0,4.0,19.0,20.0,19.0,14.0,13.0,15.0,0.0,6.0,8.0,6.0,8.0,7.0,4.971177428202108,24.0,3.0,3.0,3.0,3.0,63009.0,80608.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,6.0,0.0,30.0,10.0,20.0,20.0,10.0,10.0,1,274_260,6.75,7.833333333333333,3.5,6.25
4040.0,274,2.0,1.0,4.0,2.0,11.0,21.0,1.0,1.0,16.0,8.0,259,0.0,0.1899999976158142,0.0,25.0,2.0,15.0,18.0,19.0,19.0,17.0,12.0,0.0,5.0,6.0,7.0,5.0,5.0,3.0,24.0,3.0,3.0,3.0,3.0,63009.0,80608.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,6.0,0.0,30.0,10.0,20.0,20.0,10.0,10.0,1,274_259,6.75,7.833333333333333,3.5,6.25
4039.0,274,2.0,1.0,4.0,2.0,11.0,21.0,5.0,5.0,20.0,7.0,258,0.0,0.10000000149011612,0.0,25.0,6.0,7.0,35.0,20.0,20.0,5.0,13.0,0.0,8.0,6.0,5.0,2.0,5.0,5.043558639902421,24.0,3.0,3.0,3.0,3.0,63009.0,80608.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,6.0,0.0,30.0,10.0,20.0,20.0,10.0,10.0,1,274_258,6.75,7.833333333333333,3.5,6.25
4038.0,274,2.0,1.0,4.0,2.0,11.0,21.0,11.0,11.0,5.0,6.0,257,0.0,0.46000000834465027,0.0,24.0,2.0,22.0,14.0,30.0,10.0,14.0,10.0,0.0,5.0,7.0,7.0,7.0,7.0,2.0,24.0,3.0,3.0,3.0,3.0,63009.0,80608.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,6.0,0.0,30.0,10.0,20.0,20.0,10.0,10.0,1,274_257,6.75,7.833333333333333,3.5,6.25
4037.0,274,2.0,1.0,4.0,2.0,11.0,21.0,7.0,7.0,1.0,5.0,256,0.0,0.6600000262260437,0.0,24.0,4.0,15.0,25.0,20.0,20.0,10.0,10.0,0.0,6.0,7.0,6.0,5.0,6.0,4.0,24.0,3.0,3.0,3.0,3.0,63009.0,80608.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,6.0,0.0,30.0,10.0,20.0,20.0,10.0,10.0,1,274_256,6.75,7.833333333333333,3.5,6.25
4036.0,274,2.0,1.0,4.0,2.0,11.0,21.0,13.0,13.0,7.0,4.0,255,0.0,0.2800000011920929,0.0,26.0,4.0,16.670000076293945,16.670000076293945,16.670000076293945,16.670000076293945,16.670000076293945,16.670000076293945,0.0,6.0,6.0,6.0,6.0,6.0,6.0,24.0,3.0,3.0,3.0,3.0,63009.0,80608.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,6.0,0.0,30.0,10.0,20.0,20.0,10.0,10.0,1,274_255,6.75,7.833333333333333,3.5,6.25
4035.0,274,2.0,1.0,4.0,2.0,11.0,21.0,12.0,12.0,6.0,3.0,254,0.0,0.33000001311302185,0.0,22.0,2.0,25.0,7.0,25.0,25.0,8.0,10.0,0.0,4.0,3.0,3.0,3.0,4.0,2.0,24.0,3.0,3.0,3.0,3.0,63009.0,80608.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,6.0,0.0,30.0,10.0,20.0,20.0,10.0,10.0,1,274_254,6.75,7.833333333333333,3.5,6.25
4034.0,274,2.0,1.0,4.0,2.0,11.0,21.0,4.0,4.0,19.0,2.0,253,1.0,0.5,0.0,33.0,4.0,25.0,30.0,10.0,10.0,5.0,20.0,1.0,6.0,7.0,7.0,7.0,7.0,8.0,24.0,3.0,3.0,3.0,3.0,63009.0,80608.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,6.0,0.0,30.0,10.0,20.0,20.0,10.0,10.0,1,274_253,6.75,7.833333333333333,3.5,6.25
4033.0,274,2.0,1.0,4.0,2.0,11.0,21.0,18.0,18.0,12.0,1.0,252,1.0,0.4699999988079071,1.0,28.0,3.0,0.0,25.0,25.0,25.0,25.0,0.0,1.0,4.0,5.0,6.0,6.0,6.0,6.0,24.0,3.0,3.0,3.0,3.0,63009.0,80608.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,6.0,0.0,30.0,10.0,20.0,20.0,10.0,10.0,1,274_252,6.75,7.833333333333333,3.5,6.25
4032.0,273,1.0,1.0,2.0,2.0,11.0,21.0,6.0,6.0,19.0,21.0,272,0.0,0.4099999964237213,1.0,25.0,2.0,25.0,20.0,25.0,25.0,5.0,0.0,0.0,4.0,4.0,7.0,6.0,7.0,6.0,29.0,10.0,2.0,8.0,4.0,63009.0,80608.0,2.0,5.0,2.0,2.0,6.0,1.0,5.0,7.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,7.0,8.0,8.0,8.0,3.0,2.0,5.0,0.0,30.0,25.0,18.0,18.0,4.0,5.0,1,273_272,6.5,4.333333333333333,5.0,5.25
4031.0,273,1.0,1.0,2.0,2.0,11.0,21.0,16.0,16.0,8.0,20.0,271,0.0,0.3700000047683716,1.0,23.0,2.0,10.0,15.0,40.0,15.0,10.0,10.0,0.0,6.0,6.0,7.0,5.0,5.0,6.0,29.0,10.0,2.0,8.0,4.0,63009.0,80608.0,2.0,5.0,2.0,2.0,6.0,1.0,5.0,7.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,7.0,8.0,8.0,8.0,3.0,2.0,5.0,0.0,30.0,25.0,18.0,18.0,4.0,5.0,1,273_271,6.5,4.333333333333333,5.0,5.25
4030.0,273,1.0,1.0,2.0,2.0,11.0,21.0,2.0,2.0,15.0,19.0,270,0.0,0.3400000035762787,0.0,23.0,4.0,16.0,16.0,19.0,17.0,14.0,18.0,1.0,5.0,6.0,6.0,4.0,5.0,6.0,29.0,10.0,2.0,8.0,4.0,63009.0,53002.0,2.0,5.0,2.0,2.0,6.0,1.0,5.0,7.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,7.0,8.0,8.0,8.0,3.0,2.0,5.0,0.0,30.0,25.0,18.0,18.0,4.0,5.0,1,273_270,6.5,4.333333333333333,5.0,5.25
4029.0,273,1.0,1.0,2.0,2.0,11.0,21.0,20.0,20.0,12.0,18.0,269,0.0,0.4300000071525574,1.0,24.0,2.0,20.0,10.0,30.0,15.0,15.0,10.0,0.0,6.0,8.0,8.0,6.0,9.0,8.0,29.0,10.0,2.0,8.0,4.0,63009.0,80608.0,2.0,5.0,2.0,2.0,6.0,1.0,5.0,7.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,7.0,8.0,8.0,8.0,3.0,2.0,5.0,0.0,30.0,25.0,18.0,18.0,4.0,5.0,1,273_269,6.5,4.333333333333333,5.0,5.25
4028.0,273,1.0,1.0,2.0,2.0,11.0,21.0,9.0,9.0,1.0,17.0,268,1.0,-0.20999999344348907,0.0,24.0,3.0,30.0,20.0,20.0,10.0,15.0,5.0,1.0,9.0,9.0,9.0,8.0,9.155266719728871,7.0,29.0,10.0,2.0,8.0,4.0,63009.0,25401.0,2.0,5.0,2.0,2.0,6.0,1.0,5.0,7.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,7.0,8.0,8.0,8.0,3.0,2.0,5.0,0.0,30.0,25.0,18.0,18.0,4.0,5.0,1,273_268,6.5,4.333333333333333,5.0,5.25
4027.0,273,1.0,1.0,2.0,2.0,11.0,21.0,21.0,21.0,13.0,16.0,267,0.0,-0.07999999821186066,0.0,26.0,4.0,20.0,30.0,10.0,15.0,10.0,15.0,0.0,4.0,5.0,6.0,5.0,5.0,5.0,29.0,10.0,2.0,8.0,4.0,63009.0,53426.0,2.0,5.0,2.0,2.0,6.0,1.0,5.0,7.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,7.0,8.0,8.0,8.0,3.0,2.0,5.0,0.0,30.0,25.0,18.0,18.0,4.0,5.0,1,273_267,6.5,4.333333333333333,5.0,5.25
4026.0,273,1.0,1.0,2.0,2.0,11.0,21.0,10.0,10.0,2.0,15.0,266,0.0,0.550000011920929,1.0,28.0,2.0,25.0,20.0,20.0,25.0,0.0,10.0,0.0,5.0,8.0,9.0,4.0,8.0,2.0,29.0,10.0,2.0,8.0,4.0,63009.0,25401.0,2.0,5.0,2.0,2.0,6.0,1.0,5.0,7.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,7.0,8.0,8.0,8.0,3.0,2.0,5.0,0.0,30.0,25.0,18.0,18.0,4.0,5.0,1,273_266,6.5,4.333333333333333,5.0,5.25
4025.0,273,1.0,1.0,2.0,2.0,11.0,21.0,19.0,19.0,11.0,14.0,265,0.0,0.23000000417232513,1.0,32.0,2.0,15.0,5.0,45.0,10.0,15.0,10.0,1.0,6.0,6.0,6.0,4.0,4.0,9.0,29.0,10.0,2.0,8.0,4.0,63009.0,80608.0,2.0,5.0,2.0,2.0,6.0,1.0,5.0,7.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,7.0,8.0,8.0,8.0,3.0,2.0,5.0,0.0,30.0,25.0,18.0,18.0,4.0,5.0,1,273_265,6.5,4.333333333333333,5.0,5.25
4024.0,273,1.0,1.0,2.0,2.0,11.0,21.0,15.0,15.0,7.0,13.0,264,0.0,0.3199999928474426,1.0,26.0,2.0,15.0,15.0,25.0,20.0,5.0,20.0,0.0,3.0,6.0,6.0,5.0,6.0,3.0,29.0,10.0,2.0,8.0,4.0,63009.0,52833.0,2.0,5.0,2.0,2.0,6.0,1.0,5.0,7.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,7.0,8.0,8.0,8.0,3.0,2.0,5.0,0.0,30.0,25.0,18.0,18.0,4.0,5.0,1,273_264,6.5,4.333333333333333,5.0,5.25
4023.0,273,1.0,1.0,2.0,2.0,11.0,21.0,14.0,14.0,6.0,12.0,263,0.0,0.38999998569488525,0.0,26.0,1.0,20.0,20.0,20.0,10.0,20.0,10.0,1.0,8.0,10.0,10.0,9.0,10.0,5.0,29.0,10.0,2.0,8.0,4.0,63009.0,52890.0,2.0,5.0,2.0,2.0,6.0,1.0,5.0,7.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,7.0,8.0,8.0,8.0,3.0,2.0,5.0,0.0,30.0,25.0,18.0,18.0,4.0,5.0,1,273_263,6.5,4.333333333333333,5.0,5.25
4022.0,273,1.0,1.0,2.0,2.0,11.0,21.0,17.0,17.0,9.0,11.0,262,0.0,0.1899999976158142,1.0,29.0,2.0,10.0,40.0,20.0,20.0,0.0,10.0,1.0,9.0,9.0,9.0,9.0,8.0,7.0,29.0,10.0,2.0,8.0,4.0,63009.0,25401.0,2.0,5.0,2.0,2.0,6.0,1.0,5.0,7.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,7.0,8.0,8.0,8.0,3.0,2.0,5.0,0.0,30.0,25.0,18.0,18.0,4.0,5.0,1,273_262,6.5,4.333333333333333,5.0,5.25
4021.0,273,1.0,1.0,2.0,2.0,11.0,21.0,3.0,3.0,16.0,10.0,261,0.0,0.3400000035762787,0.0,26.0,4.0,15.0,20.0,20.0,20.0,15.0,10.0,0.0,6.0,8.0,8.0,6.0,5.0,7.0,29.0,10.0,2.0,8.0,4.0,63009.0,25401.0,2.0,5.0,2.0,2.0,6.0,1.0,5.0,7.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,7.0,8.0,8.0,8.0,3.0,2.0,5.0,0.0,30.0,25.0,18.0,18.0,4.0,5.0,1,273_261,6.5,4.333333333333333,5.0,5.25
4020.0,273,1.0,1.0,2.0,2.0,11.0,21.0,8.0,8.0,21.0,9.0,260,0.0,0.5299999713897705,0.0,27.0,4.0,19.0,20.0,19.0,14.0,13.0,15.0,0.0,5.0,7.0,8.0,5.0,8.0,7.0,29.0,10.0,2.0,8.0,4.0,63009.0,25401.0,2.0,5.0,2.0,2.0,6.0,1.0,5.0,7.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,7.0,8.0,8.0,8.0,3.0,2.0,5.0,0.0,30.0,25.0,18.0,18.0,4.0,5.0,1,273_260,6.5,4.333333333333333,5.0,5.25
4019.0,273,1.0,1.0,2.0,2.0,11.0,21.0,1.0,1.0,14.0,8.0,259,0.0,0.38999998569488525,1.0,25.0,2.0,15.0,18.0,19.0,19.0,17.0,12.0,1.0,7.0,8.0,9.0,6.0,7.0,4.0,29.0,10.0,2.0,8.0,4.0,63009.0,25401.0,2.0,5.0,2.0,2.0,6.0,1.0,5.0,7.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,7.0,8.0,8.0,8.0,3.0,2.0,5.0,0.0,30.0,25.0,18.0,18.0,4.0,5.0,1,273_259,6.5,4.333333333333333,5.0,5.25
4018.0,273,1.0,1.0,2.0,2.0,11.0,21.0,5.0,5.0,18.0,7.0,258,0.0,0.18000000715255737,0.0,25.0,6.0,7.0,35.0,20.0,20.0,5.0,13.0,0.0,5.0,3.0,9.0,4.0,4.0,3.0,29.0,10.0,2.0,8.0,4.0,63009.0,25401.0,2.0,5.0,2.0,2.0,6.0,1.0,5.0,7.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,7.0,8.0,8.0,8.0,3.0,2.0,5.0,0.0,30.0,25.0,18.0,18.0,4.0,5.0,1,273_258,6.5,4.333333333333333,5.0,5.25
4017.0,273,1.0,1.0,2.0,2.0,11.0,21.0,11.0,11.0,3.0,6.0,257,0.0,0.6399999856948853,1.0,24.0,2.0,22.0,14.0,30.0,10.0,14.0,10.0,0.0,5.0,7.0,8.0,6.0,8.0,0.0,29.0,10.0,2.0,8.0,4.0,63009.0,25401.0,2.0,5.0,2.0,2.0,6.0,1.0,5.0,7.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,7.0,8.0,8.0,8.0,3.0,2.0,5.0,0.0,30.0,25.0,18.0,18.0,4.0,5.0,1,273_257,6.5,4.333333333333333,5.0,5.25
4016.0,273,1.0,1.0,2.0,2.0,11.0,21.0,7.0,7.0,20.0,5.0,256,0.0,0.550000011920929,0.0,24.0,4.0,15.0,25.0,20.0,20.0,10.0,10.0,0.0,7.0,7.0,6.0,5.0,5.0,5.0,29.0,10.0,2.0,8.0,4.0,63009.0,25401.0,2.0,5.0,2.0,2.0,6.0,1.0,5.0,7.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,7.0,8.0,8.0,8.0,3.0,2.0,5.0,0.0,30.0,25.0,18.0,18.0,4.0,5.0,1,273_256,6.5,4.333333333333333,5.0,5.25
4015.0,273,1.0,1.0,2.0,2.0,11.0,21.0,13.0,13.0,5.0,4.0,255,0.0,0.1899999976158142,0.0,26.0,4.0,16.670000076293945,16.670000076293945,16.670000076293945,16.670000076293945,16.670000076293945,16.670000076293945,0.0,6.0,7.0,6.0,6.0,6.0,6.0,29.0,10.0,2.0,8.0,4.0,63009.0,25401.0,2.0,5.0,2.0,2.0,6.0,1.0,5.0,7.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,7.0,8.0,8.0,8.0,3.0,2.0,5.0,0.0,30.0,25.0,18.0,18.0,4.0,5.0,1,273_255,6.5,4.333333333333333,5.0,5.25
4014.0,273,1.0,1.0,2.0,2.0,11.0,21.0,12.0,12.0,4.0,3.0,254,0.0,0.6200000047683716,1.0,22.0,2.0,25.0,7.0,25.0,25.0,8.0,10.0,0.0,6.0,6.0,6.0,2.0,5.0,2.0,29.0,10.0,2.0,8.0,4.0,37899.0,25401.0,2.0,5.0,2.0,2.0,6.0,1.0,5.0,7.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,7.0,8.0,8.0,8.0,3.0,2.0,5.0,0.0,30.0,25.0,18.0,18.0,4.0,5.0,1,273_254,6.5,4.333333333333333,5.0,5.25
4013.0,273,1.0,1.0,2.0,2.0,11.0,21.0,4.0,4.0,17.0,2.0,253,0.0,0.4300000071525574,0.0,33.0,4.0,25.0,30.0,10.0,10.0,5.0,20.0,0.0,5.0,6.0,7.0,6.0,7.0,5.0,29.0,10.0,2.0,8.0,4.0,38495.0,25401.0,2.0,5.0,2.0,2.0,6.0,1.0,5.0,7.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,7.0,8.0,8.0,8.0,3.0,2.0,5.0,0.0,30.0,25.0,18.0,18.0,4.0,5.0,1,273_253,6.5,4.333333333333333,5.0,5.25
4012.0,273,1.0,1.0,2.0,2.0,11.0,21.0,18.0,18.0,10.0,1.0,252,0.0,0.3700000047683716,0.0,28.0,3.0,0.0,25.0,25.0,25.0,25.0,0.0,1.0,6.0,6.0,7.0,6.0,5.0,2.0,29.0,10.0,2.0,8.0,4.0,63009.0,53511.0,2.0,5.0,2.0,2.0,6.0,1.0,5.0,7.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,7.0,8.0,8.0,8.0,3.0,2.0,5.0,0.0,30.0,25.0,18.0,18.0,4.0,5.0,1,273_252,6.5,4.333333333333333,5.0,5.25
4011.0,272,21.0,0.0,41.0,2.0,11.0,21.0,6.0,6.0,2.0,21.0,293,0.0,0.4699999988079071,0.0,28.0,3.0,23.0,18.0,21.0,18.0,10.0,10.0,1.0,7.0,8.0,6.0,7.0,5.0,7.321814705674006,25.0,11.0,2.0,10.0,10.0,11235.0,25401.0,2.0,4.0,1.0,11.0,6.0,7.0,10.0,10.0,9.0,8.0,7.0,6.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,8.0,8.0,1.0,25.0,20.0,25.0,25.0,5.0,0.0,1,293_272,9.0,8.5,7.5,9.0
4010.0,272,21.0,0.0,41.0,2.0,11.0,21.0,6.0,6.0,7.0,20.0,292,0.0,-0.11999999731779099,0.0,28.0,1.0,20.0,18.0,20.0,17.0,10.0,15.0,1.0,6.0,10.0,6.0,9.0,7.0,7.0,25.0,11.0,2.0,10.0,10.0,11235.0,25401.0,2.0,4.0,1.0,11.0,6.0,7.0,10.0,10.0,9.0,8.0,7.0,6.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,8.0,8.0,1.0,25.0,20.0,25.0,25.0,5.0,0.0,1,292_272,9.0,8.5,7.5,9.0
4009.0,272,21.0,0.0,41.0,2.0,11.0,21.0,6.0,6.0,18.0,19.0,291,0.0,-0.03999999910593033,0.0,27.0,4.0,20.0,20.0,15.0,15.0,12.0,18.0,1.0,7.0,8.0,7.0,6.0,7.0,7.0,25.0,11.0,2.0,10.0,10.0,11235.0,25401.0,2.0,4.0,1.0,11.0,6.0,7.0,10.0,10.0,9.0,8.0,7.0,6.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,8.0,8.0,1.0,25.0,20.0,25.0,25.0,5.0,0.0,1,291_272,9.0,8.5,7.5,9.0
