iid_pid,iid,id,gender,idg,condtn,partner,pid,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,age,field_cd,race,imprace,imprelig,zipcode,income,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,nb,duo
7549.0,542,12.0,1.0,24.0,2.0,19.0,527,0.36000001430511475,0.0,24.0,6.0,50.0,20.0,10.0,5.0,10.0,5.0,4.0,4.0,8.0,2.0,7.0,2.0,23.0,5.0,4.0,7.0,1.0,8805.0,45017.0,2.0,5.0,3.0,7.0,4.0,7.0,6.0,10.0,9.0,8.0,1.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,6.0,8.0,25.0,15.0,20.0,20.0,10.0,10.0,1,542_527
7550.0,542,12.0,1.0,24.0,2.0,20.0,528,-0.5899999737739563,0.0,29.0,3.0,40.0,10.0,30.0,10.0,10.0,7.1673022503095405,1.0,2.0,3.0,2.0,2.0,1.0,23.0,5.0,4.0,7.0,1.0,8805.0,45017.0,2.0,5.0,3.0,7.0,4.0,7.0,6.0,10.0,9.0,8.0,1.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,6.0,8.0,25.0,15.0,20.0,20.0,10.0,10.0,1,542_528
7551.0,542,12.0,1.0,24.0,2.0,21.0,529,0.0,1.0,22.0,4.0,10.0,25.0,25.0,10.0,10.0,20.0,5.0,5.0,5.0,4.0,8.0,4.9622135345085905,23.0,5.0,4.0,7.0,1.0,8805.0,45017.0,2.0,5.0,3.0,7.0,4.0,7.0,6.0,10.0,9.0,8.0,1.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,6.0,8.0,25.0,15.0,20.0,20.0,10.0,10.0,1,542_529
7552.0,542,12.0,1.0,24.0,2.0,22.0,530,0.009999999776482582,1.0,22.0,4.0,20.0,20.0,10.0,15.0,5.0,30.0,6.0,7.0,7.0,8.0,8.0,7.0,23.0,5.0,4.0,7.0,1.0,8805.0,45017.0,2.0,5.0,3.0,7.0,4.0,7.0,6.0,10.0,9.0,8.0,1.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,6.0,8.0,25.0,15.0,20.0,20.0,10.0,10.0,1,542_530
7553.0,543,13.0,1.0,26.0,2.0,1.0,509,0.03999999910593033,1.0,28.0,4.0,10.0,20.0,30.0,10.0,10.0,20.0,4.488880523907604,5.488880523907605,5.977761047815209,5.955522095630418,5.466641571722812,3.5115390383786425,24.0,5.0,4.0,9.0,6.0,95831.0,47624.0,1.0,7.0,2.0,5.0,8.0,8.0,5.0,8.0,8.0,5.0,5.0,9.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,3.0,8.0,20.0,16.0,16.0,17.0,16.0,15.0,1,543_509
7554.0,543,13.0,1.0,26.0,2.0,2.0,510,-0.07000000029802322,0.0,26.0,3.0,25.0,25.0,25.0,12.0,3.0,10.0,7.0,9.0,7.0,7.0,6.0,3.487457573399072,24.0,5.0,4.0,9.0,6.0,95831.0,47624.0,1.0,7.0,2.0,5.0,8.0,8.0,5.0,8.0,8.0,5.0,5.0,9.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,3.0,8.0,20.0,16.0,16.0,17.0,16.0,15.0,1,543_510
7555.0,543,13.0,1.0,26.0,2.0,3.0,511,-0.33000001311302185,1.0,23.0,4.0,20.0,10.0,10.0,30.0,15.0,15.0,3.0,3.0,6.0,6.0,4.0,3.0,24.0,5.0,4.0,9.0,6.0,95831.0,47624.0,1.0,7.0,2.0,5.0,8.0,8.0,5.0,8.0,8.0,5.0,5.0,9.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,3.0,8.0,20.0,16.0,16.0,17.0,16.0,15.0,1,543_511
7556.0,543,13.0,1.0,26.0,2.0,4.0,512,-0.18000000715255737,0.0,23.0,2.0,20.0,20.0,20.0,20.0,5.0,15.0,5.0,8.0,9.0,4.0,9.0,3.0,24.0,5.0,4.0,9.0,6.0,95831.0,47624.0,1.0,7.0,2.0,5.0,8.0,8.0,5.0,8.0,8.0,5.0,5.0,9.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,3.0,8.0,20.0,16.0,16.0,17.0,16.0,15.0,1,543_512
7557.0,543,13.0,1.0,26.0,2.0,5.0,513,-0.15000000596046448,0.0,23.0,2.0,20.0,20.0,20.0,20.0,5.0,15.0,4.0,6.0,6.0,4.0,5.0,4.0,24.0,5.0,4.0,9.0,6.0,95831.0,47624.0,1.0,7.0,2.0,5.0,8.0,8.0,5.0,8.0,8.0,5.0,5.0,9.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,3.0,8.0,20.0,16.0,16.0,17.0,16.0,15.0,1,543_513
7558.0,543,13.0,1.0,26.0,2.0,6.0,514,-0.1899999976158142,0.0,23.0,2.0,20.0,20.0,20.0,15.0,5.0,20.0,4.0,5.0,5.0,4.0,4.0,4.0,24.0,5.0,4.0,9.0,6.0,95831.0,47624.0,1.0,7.0,2.0,5.0,8.0,8.0,5.0,8.0,8.0,5.0,5.0,9.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,3.0,8.0,20.0,16.0,16.0,17.0,16.0,15.0,1,543_514
7559.0,543,13.0,1.0,26.0,2.0,7.0,515,-0.25999999046325684,0.0,23.0,2.0,20.0,20.0,20.0,15.0,10.0,15.0,5.0,6.0,7.0,8.0,7.0,4.0,24.0,5.0,4.0,9.0,6.0,95831.0,47624.0,1.0,7.0,2.0,5.0,8.0,8.0,5.0,8.0,8.0,5.0,5.0,9.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,3.0,8.0,20.0,16.0,16.0,17.0,16.0,15.0,1,543_515
7560.0,543,13.0,1.0,26.0,2.0,8.0,516,-0.05000000074505806,1.0,27.0,4.0,58.0,5.0,8.0,10.0,7.0,12.0,5.0,8.0,7.0,7.0,7.0,6.0,24.0,5.0,4.0,9.0,6.0,95831.0,47624.0,1.0,7.0,2.0,5.0,8.0,8.0,5.0,8.0,8.0,5.0,5.0,9.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,3.0,8.0,20.0,16.0,16.0,17.0,16.0,15.0,1,543_516
7561.0,543,13.0,1.0,26.0,2.0,9.0,517,-0.47999998927116394,0.0,30.0,3.0,15.0,20.0,20.0,20.0,5.0,10.0,5.0,4.0,3.0,2.0,1.0,6.0,24.0,5.0,4.0,9.0,6.0,95831.0,47624.0,1.0,7.0,2.0,5.0,8.0,8.0,5.0,8.0,8.0,5.0,5.0,9.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,3.0,8.0,20.0,16.0,16.0,17.0,16.0,15.0,1,543_517
7562.0,543,13.0,1.0,26.0,2.0,10.0,518,0.11999999731779099,0.0,23.0,2.0,20.0,25.0,25.0,30.0,5.0,5.0,6.0,5.0,7.0,6.0,3.900424981692429,6.483404163615405,24.0,5.0,4.0,9.0,6.0,95831.0,47624.0,1.0,7.0,2.0,5.0,8.0,8.0,5.0,8.0,8.0,5.0,5.0,9.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,3.0,8.0,20.0,16.0,16.0,17.0,16.0,15.0,1,543_518
7563.0,543,13.0,1.0,26.0,2.0,11.0,519,-0.38999998569488525,0.0,26.0,2.0,40.0,5.0,30.0,15.0,5.0,5.0,2.411927449487941,4.882569932650589,5.941284966325294,4.4119274494879415,3.353212415813235,3.353212415813235,24.0,5.0,4.0,9.0,6.0,95831.0,47624.0,1.0,7.0,2.0,5.0,8.0,8.0,5.0,8.0,8.0,5.0,5.0,9.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,3.0,8.0,20.0,16.0,16.0,17.0,16.0,15.0,1,543_519
7564.0,543,13.0,1.0,26.0,2.0,12.0,520,-0.1899999976158142,0.0,28.0,6.0,25.0,15.0,25.0,15.0,10.0,10.0,4.0,7.0,7.0,6.0,6.0,6.0,24.0,5.0,4.0,9.0,6.0,95831.0,47624.0,1.0,7.0,2.0,5.0,8.0,8.0,5.0,8.0,8.0,5.0,5.0,9.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,3.0,8.0,20.0,16.0,16.0,17.0,16.0,15.0,1,543_520
7565.0,543,13.0,1.0,26.0,2.0,13.0,521,-0.4699999988079071,0.0,26.0,2.0,10.0,30.0,20.0,15.0,15.0,10.0,7.0,7.0,7.0,8.0,7.0,6.0,24.0,5.0,4.0,9.0,6.0,95831.0,47624.0,1.0,7.0,2.0,5.0,8.0,8.0,5.0,8.0,8.0,5.0,5.0,9.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,3.0,8.0,20.0,16.0,16.0,17.0,16.0,15.0,1,543_521
7566.0,543,13.0,1.0,26.0,2.0,14.0,522,-0.03999999910593033,0.0,22.0,2.0,10.0,20.0,15.0,20.0,15.0,20.0,6.0,7.0,8.0,6.0,7.0,5.0,24.0,5.0,4.0,9.0,6.0,95831.0,47624.0,1.0,7.0,2.0,5.0,8.0,8.0,5.0,8.0,8.0,5.0,5.0,9.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,3.0,8.0,20.0,16.0,16.0,17.0,16.0,15.0,1,543_522
7567.0,543,13.0,1.0,26.0,2.0,15.0,523,0.36000001430511475,1.0,27.0,4.0,10.0,25.0,20.0,20.0,5.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,24.0,5.0,4.0,9.0,6.0,95831.0,47624.0,1.0,7.0,2.0,5.0,8.0,8.0,5.0,8.0,8.0,5.0,5.0,9.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,3.0,8.0,20.0,16.0,16.0,17.0,16.0,15.0,1,543_523
7568.0,543,13.0,1.0,26.0,2.0,16.0,524,-0.30000001192092896,1.0,25.0,4.0,15.0,20.0,25.0,20.0,10.0,10.0,6.0,8.0,8.0,7.0,7.0,7.0,24.0,5.0,4.0,9.0,6.0,95831.0,47624.0,1.0,7.0,2.0,5.0,8.0,8.0,5.0,8.0,8.0,5.0,5.0,9.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,3.0,8.0,20.0,16.0,16.0,17.0,16.0,15.0,1,543_524
7569.0,543,13.0,1.0,26.0,2.0,17.0,525,-0.07000000029802322,0.0,24.0,2.0,10.0,15.0,30.0,20.0,15.0,10.0,7.0,7.0,7.0,6.0,8.0,6.0,24.0,5.0,4.0,9.0,6.0,95831.0,47624.0,1.0,7.0,2.0,5.0,8.0,8.0,5.0,8.0,8.0,5.0,5.0,9.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,3.0,8.0,20.0,16.0,16.0,17.0,16.0,15.0,1,543_525
7570.0,543,13.0,1.0,26.0,2.0,18.0,526,0.009999999776482582,0.0,26.0,3.0,10.0,10.0,30.0,20.0,10.0,15.0,2.0,6.0,6.0,3.0,7.0,3.0,24.0,5.0,4.0,9.0,6.0,95831.0,47624.0,1.0,7.0,2.0,5.0,8.0,8.0,5.0,8.0,8.0,5.0,5.0,9.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,3.0,8.0,20.0,16.0,16.0,17.0,16.0,15.0,1,543_526
7571.0,543,13.0,1.0,26.0,2.0,19.0,527,0.12999999523162842,0.0,24.0,6.0,50.0,20.0,10.0,5.0,10.0,5.0,5.0,6.0,8.0,5.0,8.0,2.0,24.0,5.0,4.0,9.0,6.0,95831.0,47624.0,1.0,7.0,2.0,5.0,8.0,8.0,5.0,8.0,8.0,5.0,5.0,9.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,3.0,8.0,20.0,16.0,16.0,17.0,16.0,15.0,1,543_527
7572.0,543,13.0,1.0,26.0,2.0,20.0,528,-0.09000000357627869,0.0,29.0,3.0,40.0,10.0,30.0,10.0,10.0,7.202878275073099,1.0,3.0,5.0,3.0,1.0,1.0,24.0,5.0,4.0,9.0,6.0,95831.0,47624.0,1.0,7.0,2.0,5.0,8.0,8.0,5.0,8.0,8.0,5.0,5.0,9.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,3.0,8.0,20.0,16.0,16.0,17.0,16.0,15.0,1,543_528
7573.0,543,13.0,1.0,26.0,2.0,21.0,529,-0.23999999463558197,1.0,22.0,4.0,10.0,25.0,25.0,10.0,10.0,20.0,5.0,7.0,6.0,6.0,4.0,5.0,24.0,5.0,4.0,9.0,6.0,95831.0,47624.0,1.0,7.0,2.0,5.0,8.0,8.0,5.0,8.0,8.0,5.0,5.0,9.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,3.0,8.0,20.0,16.0,16.0,17.0,16.0,15.0,1,543_529
7574.0,543,13.0,1.0,26.0,2.0,22.0,530,0.05000000074505806,1.0,22.0,4.0,20.0,20.0,10.0,15.0,5.0,30.0,6.0,7.0,7.0,8.0,7.0,6.0,24.0,5.0,4.0,9.0,6.0,95831.0,47624.0,1.0,7.0,2.0,5.0,8.0,8.0,5.0,8.0,8.0,5.0,5.0,9.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,3.0,8.0,20.0,16.0,16.0,17.0,16.0,15.0,1,543_530
7575.0,544,14.0,1.0,28.0,2.0,1.0,509,-0.03999999910593033,1.0,28.0,4.0,10.0,20.0,30.0,10.0,10.0,20.0,3.0,7.0,6.0,5.0,5.0,6.0,23.0,5.0,4.0,3.0,8.0,94121.0,36673.0,1.0,7.0,3.0,4.0,3.0,4.0,3.0,10.0,7.0,8.0,5.0,14.0,9.0,2.0,10.0,7.0,8.0,8.0,9.0,10.0,3.0,5.0,15.0,25.0,20.0,10.0,10.0,20.0,1,544_509
7576.0,544,14.0,1.0,28.0,2.0,2.0,510,-0.18000000715255737,0.0,26.0,3.0,25.0,25.0,25.0,12.0,3.0,10.0,6.0,7.0,7.0,4.0,7.0,3.978703606892728,23.0,5.0,4.0,3.0,8.0,94121.0,36673.0,1.0,7.0,3.0,4.0,3.0,4.0,3.0,10.0,7.0,8.0,5.0,14.0,9.0,2.0,10.0,7.0,8.0,8.0,9.0,10.0,3.0,5.0,15.0,25.0,20.0,10.0,10.0,20.0,1,544_510
7577.0,544,14.0,1.0,28.0,2.0,3.0,511,-0.11999999731779099,1.0,23.0,4.0,20.0,10.0,10.0,30.0,15.0,15.0,3.0,3.0,3.0,4.0,3.0,2.0,23.0,5.0,4.0,3.0,8.0,94121.0,36673.0,1.0,7.0,3.0,4.0,3.0,4.0,3.0,10.0,7.0,8.0,5.0,14.0,9.0,2.0,10.0,7.0,8.0,8.0,9.0,10.0,3.0,5.0,15.0,25.0,20.0,10.0,10.0,20.0,1,544_511
7578.0,544,14.0,1.0,28.0,2.0,4.0,512,0.09000000357627869,0.0,23.0,2.0,20.0,20.0,20.0,20.0,5.0,15.0,5.0,9.0,9.0,4.0,9.0,3.0,23.0,5.0,4.0,3.0,8.0,94121.0,36673.0,1.0,7.0,3.0,4.0,3.0,4.0,3.0,10.0,7.0,8.0,5.0,14.0,9.0,2.0,10.0,7.0,8.0,8.0,9.0,10.0,3.0,5.0,15.0,25.0,20.0,10.0,10.0,20.0,1,544_512
7579.0,544,14.0,1.0,28.0,2.0,5.0,513,0.019999999552965164,0.0,23.0,2.0,20.0,20.0,20.0,20.0,5.0,15.0,5.0,7.0,7.0,7.0,7.0,5.0,23.0,5.0,4.0,3.0,8.0,94121.0,36673.0,1.0,7.0,3.0,4.0,3.0,4.0,3.0,10.0,7.0,8.0,5.0,14.0,9.0,2.0,10.0,7.0,8.0,8.0,9.0,10.0,3.0,5.0,15.0,25.0,20.0,10.0,10.0,20.0,1,544_513
7580.0,544,14.0,1.0,28.0,2.0,6.0,514,-0.09000000357627869,0.0,23.0,2.0,20.0,20.0,20.0,15.0,5.0,20.0,7.0,8.0,9.0,7.0,4.0,4.0,23.0,5.0,4.0,3.0,8.0,94121.0,36673.0,1.0,7.0,3.0,4.0,3.0,4.0,3.0,10.0,7.0,8.0,5.0,14.0,9.0,2.0,10.0,7.0,8.0,8.0,9.0,10.0,3.0,5.0,15.0,25.0,20.0,10.0,10.0,20.0,1,544_514
7581.0,544,14.0,1.0,28.0,2.0,7.0,515,-0.6399999856948853,0.0,23.0,2.0,20.0,20.0,20.0,15.0,10.0,15.0,5.0,5.0,7.0,8.0,7.0,4.0,23.0,5.0,4.0,3.0,8.0,94121.0,36673.0,1.0,7.0,3.0,4.0,3.0,4.0,3.0,10.0,7.0,8.0,5.0,14.0,9.0,2.0,10.0,7.0,8.0,8.0,9.0,10.0,3.0,5.0,15.0,25.0,20.0,10.0,10.0,20.0,1,544_515
7582.0,544,14.0,1.0,28.0,2.0,8.0,516,0.25999999046325684,1.0,27.0,4.0,58.0,5.0,8.0,10.0,7.0,12.0,5.0,7.0,6.0,7.0,6.0,6.0,23.0,5.0,4.0,3.0,8.0,94121.0,36673.0,1.0,7.0,3.0,4.0,3.0,4.0,3.0,10.0,7.0,8.0,5.0,14.0,9.0,2.0,10.0,7.0,8.0,8.0,9.0,10.0,3.0,5.0,15.0,25.0,20.0,10.0,10.0,20.0,1,544_516
7583.0,544,14.0,1.0,28.0,2.0,9.0,517,-0.27000001072883606,0.0,30.0,3.0,15.0,20.0,20.0,20.0,5.0,10.0,5.0,8.035340828605426,8.035340828605426,5.44698875709186,8.035340828605426,3.964659171394574,23.0,5.0,4.0,3.0,8.0,94121.0,36673.0,1.0,7.0,3.0,4.0,3.0,4.0,3.0,10.0,7.0,8.0,5.0,14.0,9.0,2.0,10.0,7.0,8.0,8.0,9.0,10.0,3.0,5.0,15.0,25.0,20.0,10.0,10.0,20.0,1,544_517
7584.0,544,14.0,1.0,28.0,2.0,10.0,518,0.3499999940395355,0.0,23.0,2.0,20.0,25.0,25.0,30.0,5.0,5.0,5.0,8.0,8.0,7.0,4.0,2.0,23.0,5.0,4.0,3.0,8.0,94121.0,36673.0,1.0,7.0,3.0,4.0,3.0,4.0,3.0,10.0,7.0,8.0,5.0,14.0,9.0,2.0,10.0,7.0,8.0,8.0,9.0,10.0,3.0,5.0,15.0,25.0,20.0,10.0,10.0,20.0,1,544_518
7585.0,544,14.0,1.0,28.0,2.0,11.0,519,-0.7300000190734863,0.0,26.0,2.0,40.0,5.0,30.0,15.0,5.0,5.0,4.0,4.0,7.0,6.0,5.0,1.0,23.0,5.0,4.0,3.0,8.0,94121.0,36673.0,1.0,7.0,3.0,4.0,3.0,4.0,3.0,10.0,7.0,8.0,5.0,14.0,9.0,2.0,10.0,7.0,8.0,8.0,9.0,10.0,3.0,5.0,15.0,25.0,20.0,10.0,10.0,20.0,1,544_519
7586.0,544,14.0,1.0,28.0,2.0,12.0,520,-0.23999999463558197,0.0,28.0,6.0,25.0,15.0,25.0,15.0,10.0,10.0,5.0,8.0,7.0,5.0,5.0,7.0,23.0,5.0,4.0,3.0,8.0,94121.0,36673.0,1.0,7.0,3.0,4.0,3.0,4.0,3.0,10.0,7.0,8.0,5.0,14.0,9.0,2.0,10.0,7.0,8.0,8.0,9.0,10.0,3.0,5.0,15.0,25.0,20.0,10.0,10.0,20.0,1,544_520
7587.0,544,14.0,1.0,28.0,2.0,13.0,521,-0.3400000035762787,0.0,26.0,2.0,10.0,30.0,20.0,15.0,15.0,10.0,5.517411930023785,7.552235790071356,6.5522357900713555,6.5522357900713555,6.03482386004757,6.0,23.0,5.0,4.0,3.0,8.0,94121.0,36673.0,1.0,7.0,3.0,4.0,3.0,4.0,3.0,10.0,7.0,8.0,5.0,14.0,9.0,2.0,10.0,7.0,8.0,8.0,9.0,10.0,3.0,5.0,15.0,25.0,20.0,10.0,10.0,20.0,1,544_521
7588.0,544,14.0,1.0,28.0,2.0,14.0,522,-0.1599999964237213,0.0,22.0,2.0,10.0,20.0,15.0,20.0,15.0,20.0,5.0,8.0,8.0,8.0,5.925191885227308,8.0,23.0,5.0,4.0,3.0,8.0,94121.0,36673.0,1.0,7.0,3.0,4.0,3.0,4.0,3.0,10.0,7.0,8.0,5.0,14.0,9.0,2.0,10.0,7.0,8.0,8.0,9.0,10.0,3.0,5.0,15.0,25.0,20.0,10.0,10.0,20.0,1,544_522
7589.0,544,14.0,1.0,28.0,2.0,15.0,523,-0.07000000029802322,1.0,27.0,4.0,10.0,25.0,20.0,20.0,5.0,20.0,5.0,6.0,5.0,5.0,5.0,6.0,23.0,5.0,4.0,3.0,8.0,94121.0,36673.0,1.0,7.0,3.0,4.0,3.0,4.0,3.0,10.0,7.0,8.0,5.0,14.0,9.0,2.0,10.0,7.0,8.0,8.0,9.0,10.0,3.0,5.0,15.0,25.0,20.0,10.0,10.0,20.0,1,544_523
7590.0,544,14.0,1.0,28.0,2.0,16.0,524,0.10999999940395355,1.0,25.0,4.0,15.0,20.0,25.0,20.0,10.0,10.0,6.0,9.0,8.0,8.0,7.0,6.0,23.0,5.0,4.0,3.0,8.0,94121.0,36673.0,1.0,7.0,3.0,4.0,3.0,4.0,3.0,10.0,7.0,8.0,5.0,14.0,9.0,2.0,10.0,7.0,8.0,8.0,9.0,10.0,3.0,5.0,15.0,25.0,20.0,10.0,10.0,20.0,1,544_524
7591.0,544,14.0,1.0,28.0,2.0,17.0,525,-0.14000000059604645,0.0,24.0,2.0,10.0,15.0,30.0,20.0,15.0,10.0,6.0,7.0,7.0,6.0,8.0,6.0,23.0,5.0,4.0,3.0,8.0,94121.0,36673.0,1.0,7.0,3.0,4.0,3.0,4.0,3.0,10.0,7.0,8.0,5.0,14.0,9.0,2.0,10.0,7.0,8.0,8.0,9.0,10.0,3.0,5.0,15.0,25.0,20.0,10.0,10.0,20.0,1,544_525
7592.0,544,14.0,1.0,28.0,2.0,18.0,526,0.27000001072883606,0.0,26.0,3.0,10.0,10.0,30.0,20.0,10.0,15.0,5.0,2.0,6.0,3.0,2.0,3.0,23.0,5.0,4.0,3.0,8.0,94121.0,36673.0,1.0,7.0,3.0,4.0,3.0,4.0,3.0,10.0,7.0,8.0,5.0,14.0,9.0,2.0,10.0,7.0,8.0,8.0,9.0,10.0,3.0,5.0,15.0,25.0,20.0,10.0,10.0,20.0,1,544_526
7593.0,544,14.0,1.0,28.0,2.0,19.0,527,0.17000000178813934,0.0,24.0,6.0,50.0,20.0,10.0,5.0,10.0,5.0,5.0,4.0,8.0,5.0,9.0,2.0,23.0,5.0,4.0,3.0,8.0,94121.0,36673.0,1.0,7.0,3.0,4.0,3.0,4.0,3.0,10.0,7.0,8.0,5.0,14.0,9.0,2.0,10.0,7.0,8.0,8.0,9.0,10.0,3.0,5.0,15.0,25.0,20.0,10.0,10.0,20.0,1,544_527
7594.0,544,14.0,1.0,28.0,2.0,20.0,528,-0.20999999344348907,0.0,29.0,3.0,40.0,10.0,30.0,10.0,10.0,7.1901821494394245,2.0,2.0,2.0,3.0,3.0,1.0,23.0,5.0,4.0,3.0,8.0,94121.0,36673.0,1.0,7.0,3.0,4.0,3.0,4.0,3.0,10.0,7.0,8.0,5.0,14.0,9.0,2.0,10.0,7.0,8.0,8.0,9.0,10.0,3.0,5.0,15.0,25.0,20.0,10.0,10.0,20.0,1,544_528
7595.0,544,14.0,1.0,28.0,2.0,21.0,529,0.11999999731779099,1.0,22.0,4.0,10.0,25.0,25.0,10.0,10.0,20.0,4.0,6.0,5.0,5.0,5.0,6.000000000000001,23.0,5.0,4.0,3.0,8.0,94121.0,36673.0,1.0,7.0,3.0,4.0,3.0,4.0,3.0,10.0,7.0,8.0,5.0,14.0,9.0,2.0,10.0,7.0,8.0,8.0,9.0,10.0,3.0,5.0,15.0,25.0,20.0,10.0,10.0,20.0,1,544_529
7596.0,544,14.0,1.0,28.0,2.0,22.0,530,0.18000000715255737,1.0,22.0,4.0,20.0,20.0,10.0,15.0,5.0,30.0,7.0,8.0,7.0,7.0,7.0,6.0,23.0,5.0,4.0,3.0,8.0,94121.0,36673.0,1.0,7.0,3.0,4.0,3.0,4.0,3.0,10.0,7.0,8.0,5.0,14.0,9.0,2.0,10.0,7.0,8.0,8.0,9.0,10.0,3.0,5.0,15.0,25.0,20.0,10.0,10.0,20.0,1,544_530
7597.0,545,15.0,1.0,30.0,2.0,1.0,509,0.029999999329447746,0.0,28.0,4.0,10.0,20.0,30.0,10.0,10.0,20.0,7.0,5.0,6.0,5.0,5.0,6.0,24.0,5.0,2.0,7.0,1.0,10027.0,16767.0,1.0,7.0,2.0,4.0,10.0,2.0,2.0,5.0,5.0,4.0,7.0,5.0,4.0,7.0,4.0,3.0,4.0,5.0,5.0,2.0,1.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,1,545_509
7598.0,545,15.0,1.0,30.0,2.0,2.0,510,0.6600000262260437,0.0,26.0,3.0,25.0,25.0,25.0,12.0,3.0,10.0,6.999999999999999,7.026823501699464,7.513411750849731,6.540235252549195,6.026823501699464,5.513411750849731,24.0,5.0,2.0,7.0,1.0,10027.0,16767.0,1.0,7.0,2.0,4.0,10.0,2.0,2.0,5.0,5.0,4.0,7.0,5.0,4.0,7.0,4.0,3.0,4.0,5.0,5.0,2.0,1.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,1,545_510
7599.0,545,15.0,1.0,30.0,2.0,3.0,511,0.1599999964237213,0.0,23.0,4.0,20.0,10.0,10.0,30.0,15.0,15.0,7.000000000000001,7.000824606818381,7.500412303409191,6.501236910227572,6.000824606818382,5.50041230340919,24.0,5.0,2.0,7.0,1.0,10027.0,16767.0,1.0,7.0,2.0,4.0,10.0,2.0,2.0,5.0,5.0,4.0,7.0,5.0,4.0,7.0,4.0,3.0,4.0,5.0,5.0,2.0,1.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,1,545_511
7600.0,545,15.0,1.0,30.0,2.0,4.0,512,0.019999999552965164,1.0,23.0,2.0,20.0,20.0,20.0,20.0,5.0,15.0,7.0,8.0,8.0,8.0,7.0,6.0,24.0,5.0,2.0,7.0,1.0,10027.0,16767.0,1.0,7.0,2.0,4.0,10.0,2.0,2.0,5.0,5.0,4.0,7.0,5.0,4.0,7.0,4.0,3.0,4.0,5.0,5.0,2.0,1.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,1,545_512
7601.0,545,15.0,1.0,30.0,2.0,5.0,513,-0.33000001311302185,1.0,23.0,2.0,20.0,20.0,20.0,20.0,5.0,15.0,7.0,6.0,7.0,5.0,5.0,5.0,24.0,5.0,2.0,7.0,1.0,10027.0,16767.0,1.0,7.0,2.0,4.0,10.0,2.0,2.0,5.0,5.0,4.0,7.0,5.0,4.0,7.0,4.0,3.0,4.0,5.0,5.0,2.0,1.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,1,545_513
7602.0,545,15.0,1.0,30.0,2.0,6.0,514,-0.10000000149011612,1.0,23.0,2.0,20.0,20.0,20.0,15.0,5.0,20.0,6.999999999999999,6.956246631733525,7.478123315866762,6.4343699476002865,5.956246631733524,5.478123315866762,24.0,5.0,2.0,7.0,1.0,10027.0,16767.0,1.0,7.0,2.0,4.0,10.0,2.0,2.0,5.0,5.0,4.0,7.0,5.0,4.0,7.0,4.0,3.0,4.0,5.0,5.0,2.0,1.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,1,545_514
